text,label,error_type,methods,n_methods
"Девочки, давай зайдем в магазин!",0,Syntax,"cleanlab, datamaps, ds2",3
"Перчатки она решила поигнорировать – для неё, почти всю жизнь проходившей в футболках и джинсах, это было уже слишком.",0,Semantics,datamaps,1
"Узнав об избрании себя, кардинал заплакал.",0,Semantics,datamaps,1
К ска все привыкли к одинаковому отношению.,0,Hallucination,"cleanlab, datamaps",2
Они стояли у обрыва и смотрели вниз.,1,0,ds2,1
"Том сказал мне, что боялся.",1,0,ds2,1
Я принял его в свою лабораторию.,1,0,ds2,1
Мама идет с рынка.,1,0,ds2,1
"Он много путешествовал, плавал далеко от родных берегов.",1,0,ds2,1
Всю молодость она была красива.,0,Semantics,"cleanlab, datamaps, ds2",3
Долгое время они нуждались.,1,0,cleanlab,1
Я взял ручку двери.,0,Semantics,"cleanlab, datamaps, ds2",3
В это время мы сидели за столом и обедали.,1,0,"datamaps, ds2",2
"В 1938 году 17летняя Сотирия встретила своего мужа, кондуктора автобуса.",1,0,ds2,1
Я позвал Машу и Петю.,1,0,ds2,1
Каждый день он приносил какую-нибудь землянику.,0,Semantics,"cleanlab, datamaps",2
Его шерсть приняла красивый ореховый оттенок.,1,0,ds2,1
На небе появились тучи.,1,0,ds2,1
"Даже если младенец крепко спит за два часа, обычно случаются кратковременные пробуждения.",0,Semantics,"cleanlab, datamaps, ds2",3
На Марсе есть какие-либо (какие бы то ни было) разумные обитатели.,0,Semantics,"cleanlab, datamaps",2
Короткий коридор сразу же сворачивает направо.,1,0,ds2,1
"Два свитера и пара джинс, севших после стирки: пока живот не подберешь, не влезешь.",0,Morphology,"cleanlab, datamaps",2
Не все хотели решать задачу.,1,0,ds2,1
"В 1863 году ботаник Александр Кроалл был назначен первым библиотекарем и куратором, а в следующем году музей и библиотека объединились.",1,0,ds2,1
"Каждый знает, что волки опасны.",1,0,ds2,1
Я взял за работу 10 рублей.,1,0,ds2,1
Она медленно становится бледной.,0,Semantics,"cleanlab, datamaps, ds2",3
