id,text,label,error_type,detailed_source,original_split
5179,Он меня не узнал.,1,0,Paducheva2004,in_domain_train
5180,"Ну, я смотрю на часы ― начало десятого.",1,0,Testelets,in_domain_train
5181,Я никогда не думал так и столько о какой бы то ни было женщине.,1,0,Paducheva2013,in_domain_train
5182,Новый проект удивил нас своей беспомощностью.,1,0,Paducheva2013,in_domain_train
5183,"Чтобы завтра встать пораньше, надо завести будильник.",1,0,Testelets,in_domain_train
5184,Гостиницы не было построено.,1,0,Paducheva2004,in_domain_train
5185,В этой встрече была только радость.,1,0,Seliverstova,in_domain_train
5186,Каким образом ваятель в куске каррарского мрамора видит сокрытого Юпитера и выводит его на свет?,1,0,Paducheva2004,in_domain_train
5187,"У бассейнов метались негры в алых повязках, серебряными черпаками наполняя из бассейна плоские чаши.",0,Semantics,Seliverstova,in_domain_train
5188,Марк пытается учить китайский язык.,1,0,Rusgram,in_domain_train
5189,Он видит в этом препятствие.,1,0,Paducheva2004,in_domain_train
5190,"Сомневаюсь, что он действительно болен.",1,0,Paducheva2010,in_domain_train
5191,"Когда мы подымемся, справа будет открываться замечательный вид.",1,0,Paducheva2010,in_domain_train
5192,Коля нигде не бывает.,1,0,Paducheva2013,in_domain_train
5193,"Может быть, потребуется изменить место встречи.",1,0,Paducheva2010,in_domain_train
5194,Настасья Петровна давно собиралась погостить к знакомым в город.,1,0,Paducheva2004,in_domain_train
5195,"У нас есть точные данные, что они знали все это.",1,0,Seliverstova,in_domain_train
5196,"Книги, которые сгорели, не сгорели.",1,0,Paducheva2010,in_domain_train
5197,"Я был в кино, а Иван не был.",1,0,Paducheva2004,in_domain_train
5198,"Во время ремонта пришлось не только менять все окна, но и межкомнатные двери.",0,Syntax,USE8,in_domain_train
