text,label,error_type,curated_score,compressed_score,diversity_score
"Эти врачи, специалисты каждый по нескольким областям медицины, готовы к экстренному приему.",1,0,2,3,0.0894
Он не помог нам советом.,1,0,2,3,0.0769
Иван заставил меня написать диссертацию.,1,0,3,3,0.0686
Прямо против двери пруд.,1,0,2,3,0.0898
За стеной кто-то кашлял.,1,0,2,2,0.0797
Танцоры стучали каблуками в такт музыке.,1,0,2,2,0.0956
Это поселок лежал вдали от больших городов.,1,0,2,2,0.0677
"Тут пара чулок барышниных, да наволочка, да два полотенца.",1,0,3,4,0.0641
У него есть много статей на эту тему.,1,0,2,2,0.065
Возьми из моего чемодана плед и накрой Машу.,1,0,3,3,0.0603
Он быстро не понял.,0,Semantics,3,3,0.0536
По вечерам они сидят возле своих телевизоров.,1,0,2,3,0.0903
"Когда он делает что-то, он делает это тщательно.",1,0,2,2,0.0648
Он не ест каши.,1,0,3,3,0.0674
"Он медленно, но несомненно умнеет.",1,0,2,4,0.0713
Это начинает мне надоедать.,1,0,3,3,0.0576
Вдали близ шлагбаума виднелся маленький красный домик.,1,0,2,4,0.0699
Нужны мне ваши деньги!,1,0,2,4,0.0586
"Поскольку погода была хорошая, он не пошел гулять.",1,0,1,2,0.0706
Вчера мне нужно ехать на завод.,0,Semantics,3,3,0.0695
"Леша одел младшую сестрёнку, и они отправились встречать папу с работы.",1,0,2,4,0.1094
Он живет в небольшом городке на Оке.,1,0,1,3,0.0717
Иван прождал уже два часа и продолжает ждать.,1,0,3,3,0.066
Я получила к нему отвращение.,0,Semantics,3,4,0.0562
Он долго не огорчался.,1,0,3,3,0.0625
"Рядом с ней бежала молодая женщина в темно-синем пальто, а сзади — высокий мужчина в полушубке.",1,0,1,2,0.0846
Где в Москве состоится конференция?,1,0,2,2,0.1007
В детский центр Шахтёрского поселка в Трёхкилометрах от московских шахтеров проходит школьная школа.,0,Hallucination,2,3,0.1209
Я встречался с приятелями.,1,0,2,3,0.0498
Он взял ребенка на руки.,1,0,3,3,0.0665
Она была названа в честь югославской народной армии.,1,0,2,4,0.1127
Я встретила ее около своего дома.,1,0,3,3,0.0615
"Том сказал, что он видел, как Мария делает это.",1,0,3,3,0.0697
Ветки деревьев слабо звенели.,1,0,2,2,0.0681
Она сидела рядом со мной и плакала.,1,0,2,2,0.0489
Сейчас она старше своей матери.,1,0,2,2,0.0732
"Она выразила желание быть мне полезна, и я поспешил им воспользоваться.",1,0,3,3,0.0637
"Вы знаете, у него был эфферент, афера и хаптатическая реакция.",0,Hallucination,2,4,0.0822
"Я думаю, что он, несомненно, прав.",1,0,3,3,0.0202
Близко от него сидит молоденькая девушка и читает какую-то книгу.,1,0,2,3,0.063
Некоторые сотрудники нашего института отдыхали на юге.,1,0,2,2,0.084
Далеко он не ушел.,1,0,3,3,0.0639
Ни одна стрела не попала в цель.,1,0,2,2,0.0845
"Когда ты вошел, я не обедал, а читал газету.",1,0,3,3,0.0686
Вы уже дали отчет?,0,Semantics,2,4,0.0756
Он женат на женщине.,0,Semantics,3,3,0.0568
В Астане много иностранных туристов.,1,0,2,2,0.1085
Все это время чайник кипел.,1,0,2,3,0.0795
Я гуляю уже два часа.,1,0,2,3,0.0549
"В этом есть необходимость, так как очень много яблоков я набрала с собой.",0,Morphology,2,4,0.0869
Он остался невредимой и в морозе.,0,Syntax,2,3,0.0763
В Индии произошло мощное землетрясение.,1,0,2,2,0.1152
Действительно развитая цивилизация основана на достижениях в области энергетики.,1,0,2,2,0.1091
У меня сейчас отпуск.,1,0,2,2,0.0684
"У меня не было денег, а у тебя были.",1,0,3,3,0.0674
Этот фильм показывали по телевизору.,1,0,2,2,0.063
Только один раз ко мне приехали родственники.,1,0,0,4,0.0796
Он никому не написал.,1,0,3,4,0.0638
Я сейчас пишу письмо.,1,0,2,2,0.0499
Он дошел до деревни.,1,0,3,3,0.0694
Близ стола стояло большое кресло.,0,Semantics,1,4,0.0598
Он заболел еще в прошлом месяце и до сих пор с него болеет.,0,Syntax,2,4,0.0749
"Особенно полюбились сказки, рассказывать которые она была мастерица.",1,0,2,4,0.0835
Я разговаривал с директором на прошлой неделе.,1,0,2,3,0.0621
Он купил несколько журналов.,1,0,0,2,0.0566
Я прочел около трех страниц.,1,0,3,3,0.0619
"Я сказал Тому, что не помогу ему.",1,0,2,2,0.0831
